dataelementid,dataelement,period,facility,mflcode,categoryoptioncombo,attributeoptioncombo,value
k7fA3OJUTkw,CT_: Current on Treatment 50 + Years Male,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,463
KqSJpHTD0DU,CT_: Current on Treatment 50 + Years Female,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,494
JjX1xgf3kXX,CT_: Net Cohort Starting ART 12 months 1 - 9 Years,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,4
jUcIgoTmCyK,CT_: Net Cohort Starting ART 12 months 10-14 Years Male,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,1
FBCeiv1YMkL,CT_: Net Cohort Starting ART 12 months 15-19 Years Female,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,5
Or104qQBUf2,CT_: Net Cohort Starting ART 12 months 20-24 Years Male,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,5
wfRYSCOZMA6,CT_: Net Cohort Starting ART 12 months 20-24 Years Female,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,8
H4jerQZN0A1,CT_: Net Cohort Starting ART 12 months 25-29 Years Male,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,4
xhQ1CX8SbHN,CT_: Net Cohort Starting ART 12 months 25-29 Years Female,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,18
t3VKUPBErtr,CT_: Net Cohort Starting ART 12 months 30-34 Years Male,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,9
LK2HDDAeD4T,CT_: Net Cohort Starting ART 12 months 30-34 Years Female,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,30
UlgGjOe5Dag,CT_: Net Cohort Starting ART 12 months 35-39 Years Male,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,8
zcqGwYmAuBB,CT_: Net Cohort Starting ART 12 months 35-39 Years Female,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,3
c2KBaPucFpF,CT_: Net Cohort Starting ART 12 months 40-49 Years Male,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,5
jHXgaxsGLEL,CT_: Net Cohort Starting ART 12 months 40-49 Years Female,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,3
shXRhAtryGq,CT_: Number on ART 12 months 1 - 9 Years,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,4
rX453yaxY6W,CT_: Number on ART 12 months 10-14 Years Male,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,1
kvoR4VDM7s3,CT_: Number on ART 12 months 15-19 Years Female,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,5
N7BJBvLACPy,CT_: Number on ART 12 months 20-24 Years Male,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,1
zpSTdWOAkCm,CT_: Number on ART 12 months 20-24 Years Female,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,6
pWNpw56PNCL,CT_: Number on ART 12 months 25-29 Years Male,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,3
b2ZU69jlLjk,CT_: Number on ART 12 months 25-29 Years Female,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,5
GOudfngpblQ,CT_: Number on ART 12 months 30-34 Years Male,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,6
RjtR7eD45H1,CT_: Number on ART 12 months 30-34 Years Female,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,24
l8ALPrECQP2,CT_: Number on ART 12 months 35-39 Years Male,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,2
RdLoy5cHh4e,CT_: Number on ART 12 months 35-39 Years Female,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,3
xjp4sO7zPWQ,CT_: Number on ART 12 months 40-49 Years Female,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,3
iYpuYBthEyc,CT_: Eligible for Viral Load < 1 Year,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,1
HYicnKrFb3E,CT_: Eligible for Viral Load 1 - 9 Years,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,10
KFvCzhEHvpB,CT_: Eligible for Viral Load 10-14 Years Male,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,9
s4nSWHWjKbs,CT_: Eligible for Viral Load 10-14 Years Female,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,4
Lt0DnGcKZcU,CT_: Eligible for Viral Load 15-19 Years Male,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,5
QNViR2sPs69,CT_: Eligible for Viral Load 15-19 Years Female,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,6
zNOxoEWc3oG,CT_: Eligible for Viral Load 20-24 Years Male,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,8
RMpwq40uILP,CT_: Eligible for Viral Load 20-24 Years Female,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,19
kFXEqn4Nh2F,CT_: Eligible for Viral Load 25-29 Years Male,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,14
R1chfCFmd5F,CT_: Eligible for Viral Load 25-29 Years Female,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,65
OIm2k2fVBmv,CT_: Eligible for Viral Load 30-34 Years Male,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,19
YizsMxXaMJQ,CT_: Eligible for Viral Load 30-34 Years Female,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,89
ztybLcfNncG,CT_: Eligible for Viral Load 35-39 Years Male,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,25
BWU1QcT9eFu,CT_: Eligible for Viral Load 35-39 Years Female,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,57
aJaqKdZsUe4,CT_: Eligible for Viral Load 40-49 Years Male,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,56
cffqyuJSQLK,CT_: Eligible for Viral Load 40-49 Years Female,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,55
pYEncfq4LHD,CT_: Eligible for Viral Load 50 + Years Male,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,16
bIMomPVPlUX,CT_: Eligible for Viral Load 50 + Years Female,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,32
Z0ysTMMYJ0i,CT_: Viral Load Samples Collected < 1 Year,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,1
WQxReDQwd9j,CT_: Viral Load Samples Collected 1 - 9 Years,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,10
pQxQmwQ5KBy,CT_: Viral Load Samples Collected 10-14 Years Male,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,9
m8nYrbtZVL5,CT_: Viral Load Samples Collected 10-14 Years Female,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,4
z4DL7FDIVVg,CT_: Viral Load Samples Collected 15-19 Years Male,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,5
kTyVFaM2pcG,CT_: Viral Load Samples Collected 15-19 Years Female,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,6
zjV8KM9SxEZ,CT_: Viral Load Samples Collected 20-24 Years Male,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,8
A3sXxJP3yFj,CT_: Viral Load Samples Collected 20-24 Years Female,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,19
Msy6jQGmn37,CT_: Viral Load Samples Collected 25-29 Years Male,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,13
QXKdo31bahD,CT_: Viral Load Samples Collected 25-29 Years Female,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,64
yhQCvYucobL,CT_: Viral Load Samples Collected 30-34 Years Male,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,19
qO4Laf5vNBj,CT_: Viral Load Samples Collected 30-34 Years Female,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,89
kCAtOuXo8I5,CT_: Viral Load Samples Collected 35-39 Years Male,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,25
khzso3Cer4z,CT_: Viral Load Samples Collected 35-39 Years Female,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,57
UL5CnB8zL98,CT_: Viral Load Samples Collected 40-49 Years Male,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,53
can7jmHsKVp,CT_: Viral Load Samples Collected 40-49 Years Female,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,53
TGfSjBs0xBB,CT_: Viral Load Samples Collected 50 + Years Male,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,15
bC9x4D3iwM9,CT_: Viral Load Samples Collected 50 + Years Female,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,31
bsAZb3z27TD,CT_: Number with Viral Load Results < 1 Year,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,1
dtcmia5mJdo,CT_: Number with Viral Load Results 1 - 9 Years,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,10
EkjMMNSb91g,CT_: Number with Viral Load Results 10-14 Years Male,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,9
ojW0g0phCOd,CT_: Number with Viral Load Results 10-14 Years Female,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,4
aw8G9jCbm4G,CT_: Number with Viral Load Results 15-19 Years Male,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,5
qA2miisVuSZ,CT_: Number with Viral Load Results 15-19 Years Female,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,6
UahkFxtcQav,CT_: Number with Viral Load Results 20-24 Years Male,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,8
TgMwXZEAIk0,CT_: Number with Viral Load Results 20-24 Years Female,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,19
qJbOUW9dPEc,CT_: Number with Viral Load Results 25-29 Years Male,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,13
xKJ22a8Qlgs,CT_: Number with Viral Load Results 25-29 Years Female,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,64
BeFNRCqmsW3,CT_: Number with Viral Load Results 30-34 Years Male,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,19
b1YflJcFVpl,CT_: Number with Viral Load Results 30-34 Years Female,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,89
mVUVWMVwytZ,CT_: Number with Viral Load Results 35-39 Years Male,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,25
m0i3vHRRh8N,CT_: Number with Viral Load Results 35-39 Years Female,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,57
DPuev94lPjB,CT_: Number with Viral Load Results 40-49 Years Male,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,53
tYIWVIK3Mq6,CT_: Number with Viral Load Results 40-49 Years Female,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,53
gGkHe1YACwe,CT_: Number with Viral Load Results 50 + Years Male,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,15
X4NIxxO1fpK,CT_: Number with Viral Load Results 50 + Years Female,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,31
EE3M0BqCyML,"CT_: Viral Load Results <1,000 1 - 9 Years",201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,7
wUcqGUbUeJn,"CT_: Viral Load Results <1,000 10-14 Years Male",201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,7
E2uJAh0DcFH,"CT_: Viral Load Results <1,000 10-14 Years Female",201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,4
hXWTfwRQIkS,"CT_: Viral Load Results <1,000 15-19 Years Male",201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,4
vAusneWxz7y,"CT_: Viral Load Results <1,000 15-19 Years Female",201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,6
rS92dhM3AH2,"CT_: Viral Load Results <1,000 20-24 Years Male",201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,7
ubkZPc0ny42,"CT_: Viral Load Results <1,000 20-24 Years Female",201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,16
mFxtWtGURzj,"CT_: Viral Load Results <1,000 25-29 Years Male",201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,11
QYmb3yJ4ytL,"CT_: Viral Load Results <1,000 25-29 Years Female",201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,58
l26MQmCevwB,"CT_: Viral Load Results <1,000 30-34 Years Male",201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,18
nIXanr4P8FF,"CT_: Viral Load Results <1,000 30-34 Years Female",201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,82
TETyFJ2kkKN,"CT_: Viral Load Results <1,000 35-39 Years Male",201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,23
tJL3VMY7bZW,"CT_: Viral Load Results <1,000 35-39 Years Female",201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,55
hqrIs9XRebP,"CT_: Viral Load Results <1,000 40-49 Years Male",201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,48
l2WlZlgaCqC,"CT_: Viral Load Results <1,000 40-49 Years Female",201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,51
cvOqRQK3CUL,"CT_: Viral Load Results <1,000 50 + Years Male",201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,14
NJ4cqkTl5eO,"CT_: Viral Load Results <1,000 50 + Years Female",201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,28
dFPDWtVlPID,CT_: Viral Load Results <LDL> 1 - 9 Years,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,6
QqI7xHw21X3,CT_: Viral Load Results <LDL> 10-14 Years Male,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,5
sON1asNZyGN,CT_: Viral Load Results <LDL> 10-14 Years Female,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,4
iyYNKQ17Irm,CT_: Viral Load Results <LDL> 15-19 Years Male,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,4
CqHqNF9Y0on,CT_: Viral Load Results <LDL> 15-19 Years Female,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,6
mcRictODSZe,CT_: Viral Load Results <LDL> 20-24 Years Male,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,6
RsV6n5MfDFj,CT_: Viral Load Results <LDL> 20-24 Years Female,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,13
ZstVbezKQEd,CT_: Viral Load Results <LDL> 25-29 Years Male,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,9
kgieGgJkZS3,CT_: Viral Load Results <LDL> 25-29 Years Female,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,45
WrR61VhDL9v,CT_: Viral Load Results <LDL> 30-34 Years Male,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,15
jVw54CuNFIz,CT_: Viral Load Results <LDL> 30-34 Years Female,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,65
KdYmGaWf6q3,CT_: Viral Load Results <LDL> 35-39 Years Male,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,18
F1coQry4Jos,CT_: Viral Load Results <LDL> 35-39 Years Female,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,39
CJ78Pdu9eZ1,CT_: Viral Load Results <LDL> 40-49 Years Male,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,37
oIrkY2stZm4,CT_: Viral Load Results <LDL> 40-49 Years Female,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,37
vnCrXLkqCDV,CT_: Viral Load Results <LDL> 50 + Years Male,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,11
PS4CpDsuvy1,CT_: Viral Load Results <LDL> 50 + Years Female,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,16
S9qg1zSCBoC,CT_: Number with 2nd Viral Load Done 25-29 Years Male,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,1
yx2JYeQknJE,CT_: Number with 2nd Viral Load Done 25-29 Years Female,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,1
OgXa7AQfQ44,CT_: Number with 2nd Viral Load Done 40-49 Years Male,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,3
QxpYBFZVj3T,CT_: Number with 2nd Viral Load Done 40-49 Years Female,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,2
zh9QUeOCJnS,CT_: Number with 2nd Viral Load Done 50 + Years Male,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,1
PkrsYv8bZJ4,CT_: Number with 2nd Viral Load Done 50 + Years Female,201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,1
zzd9QPVClKT,"CT_: Number with 2nd Viral Load Results >1,000 40-49 Years Male",201710,Lumumba  Health Centre,13591,HllvX50cXC0,YHx6ZCdJgEN ,1
nKH62k2rovl,CT_: New on Treatment 25-29 Years Female,201710,Nyalunya Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,1
x2b9Ccqzqgo,CT_: New on Treatment 30-34 Years Male,201710,Nyalunya Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,1
RaA7Y8HJ4rt,CT_: New on Treatment 35-39 Years Male,201710,Nyalunya Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,4
BcI7CFMenyR,CT_: New on Treatment 40-49 Years Male,201710,Nyalunya Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,3
QMSWtHqI3ll,CT_: New on Treatment 40-49 Years Female,201710,Nyalunya Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,1
dMXQytl6smz,CT_: Current on Treatment 1 - 9 Years,201710,Nyalunya Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,53
w6WWy2A7RUk,CT_: Current on Treatment 10-14 Years Male,201710,Nyalunya Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,31
RjApqOcDTwT,CT_: Current on Treatment 10-14 Years Female,201710,Nyalunya Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,33
fFNmm0oP0ek,CT_: Current on Treatment 15-19 Years Male,201710,Nyalunya Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,22
MkTG1QOLLcC,CT_: Current on Treatment 15-19 Years Female,201710,Nyalunya Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,38
VRnM69jCvDj,CT_: Current on Treatment 20-24 Years Male,201710,Nyalunya Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,18
VsZdsSj87oU,CT_: Current on Treatment 20-24 Years Female,201710,Nyalunya Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,50
zj9bYSJ4gs9,CT_: Current on Treatment 25-29 Years Male,201710,Nyalunya Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,95
HZy39srIX9A,CT_: Current on Treatment 25-29 Years Female,201710,Nyalunya Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,139
qKs4rxcBeMN,CT_: Current on Treatment 30-34 Years Male,201710,Nyalunya Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,57
sb0tiptWRok,CT_: Current on Treatment 30-34 Years Female,201710,Nyalunya Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,204
lqWuuZfUOnP,CT_: Current on Treatment 35-39 Years Male,201710,Nyalunya Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,44
aDaPydSh2gv,CT_: Current on Treatment 35-39 Years Female,201710,Nyalunya Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,87
CrCBPYt9i4n,CT_: Current on Treatment 40-49 Years Male,201710,Nyalunya Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,31
HjrjlsRzZK4,CT_: Current on Treatment 40-49 Years Female,201710,Nyalunya Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,101
k7fA3OJUTkw,CT_: Current on Treatment 50 + Years Male,201710,Nyalunya Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,63
KqSJpHTD0DU,CT_: Current on Treatment 50 + Years Female,201710,Nyalunya Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,122
JjX1xgf3kXX,CT_: Net Cohort Starting ART 12 months 1 - 9 Years,201710,Nyalunya Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,1
FBCeiv1YMkL,CT_: Net Cohort Starting ART 12 months 15-19 Years Female,201710,Nyalunya Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,3
xhQ1CX8SbHN,CT_: Net Cohort Starting ART 12 months 25-29 Years Female,201710,Nyalunya Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,1
LK2HDDAeD4T,CT_: Net Cohort Starting ART 12 months 30-34 Years Female,201710,Nyalunya Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,2
zcqGwYmAuBB,CT_: Net Cohort Starting ART 12 months 35-39 Years Female,201710,Nyalunya Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,2
b2ZU69jlLjk,CT_: Number on ART 12 months 25-29 Years Female,201710,Nyalunya Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,1
RjtR7eD45H1,CT_: Number on ART 12 months 30-34 Years Female,201710,Nyalunya Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,2
RdLoy5cHh4e,CT_: Number on ART 12 months 35-39 Years Female,201710,Nyalunya Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,1
HYicnKrFb3E,CT_: Eligible for Viral Load 1 - 9 Years,201710,Nyalunya Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,2
KFvCzhEHvpB,CT_: Eligible for Viral Load 10-14 Years Male,201710,Nyalunya Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,3
s4nSWHWjKbs,CT_: Eligible for Viral Load 10-14 Years Female,201710,Nyalunya Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,1
Lt0DnGcKZcU,CT_: Eligible for Viral Load 15-19 Years Male,201710,Nyalunya Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,1
zNOxoEWc3oG,CT_: Eligible for Viral Load 20-24 Years Male,201710,Nyalunya Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,1
RMpwq40uILP,CT_: Eligible for Viral Load 20-24 Years Female,201710,Nyalunya Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,7
kFXEqn4Nh2F,CT_: Eligible for Viral Load 25-29 Years Male,201710,Nyalunya Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,1
R1chfCFmd5F,CT_: Eligible for Viral Load 25-29 Years Female,201710,Nyalunya Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,13
OIm2k2fVBmv,CT_: Eligible for Viral Load 30-34 Years Male,201710,Nyalunya Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,3
YizsMxXaMJQ,CT_: Eligible for Viral Load 30-34 Years Female,201710,Nyalunya Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,12
ztybLcfNncG,CT_: Eligible for Viral Load 35-39 Years Male,201710,Nyalunya Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,6
BWU1QcT9eFu,CT_: Eligible for Viral Load 35-39 Years Female,201710,Nyalunya Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,15
aJaqKdZsUe4,CT_: Eligible for Viral Load 40-49 Years Male,201710,Nyalunya Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,9
cffqyuJSQLK,CT_: Eligible for Viral Load 40-49 Years Female,201710,Nyalunya Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,21
pYEncfq4LHD,CT_: Eligible for Viral Load 50 + Years Male,201710,Nyalunya Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,13
bIMomPVPlUX,CT_: Eligible for Viral Load 50 + Years Female,201710,Nyalunya Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,10
WQxReDQwd9j,CT_: Viral Load Samples Collected 1 - 9 Years,201710,Nyalunya Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,2
pQxQmwQ5KBy,CT_: Viral Load Samples Collected 10-14 Years Male,201710,Nyalunya Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,3
m8nYrbtZVL5,CT_: Viral Load Samples Collected 10-14 Years Female,201710,Nyalunya Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,1
z4DL7FDIVVg,CT_: Viral Load Samples Collected 15-19 Years Male,201710,Nyalunya Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,1
zjV8KM9SxEZ,CT_: Viral Load Samples Collected 20-24 Years Male,201710,Nyalunya Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,1
A3sXxJP3yFj,CT_: Viral Load Samples Collected 20-24 Years Female,201710,Nyalunya Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,7
